filename,filepath,width,height,depth,label,xmin,ymin,xmax,ymax
img_2310,train/images/img_2310.jpg,640,640,3,Jett,344,246,365,306
img_2476,train/images/img_2476.jpg,640,640,3,Phoenix,298,252,336,369
img_0261,train/images/img_0261.jpg,640,640,3,Sage,343,301,362,393
img_0261,train/images/img_0261.jpg,640,640,3,Brimstone,246,305,268,388
img_1194,train/images/img_1194.jpg,640,640,3,Phoenix,256,144,465,624
img_1194,train/images/img_1194.jpg,640,640,3,Jett,484,141,513,216
img_2489,train/images/img_2489.jpg,640,640,3,Phoenix,243,218,264,296
img_1180,train/images/img_1180.jpg,640,640,3,Sage,348,304,364,363
img_1816,train/images/img_1816.jpg,640,640,3,Phoenix,178,222,350,565
img_1802,train/images/img_1802.jpg,640,640,3,Brimstone,264,228,378,446
img_1023,train/images/img_1023.jpg,640,640,3,Jett,110,279,138,394
img_1023,train/images/img_1023.jpg,640,640,3,Sage,275,279,311,422
img_1745,train/images/img_1745.jpg,640,640,3,Jett,120,61,344,639
img_2258,train/images/img_2258.jpg,640,640,3,Brimstone,301,302,329,421
img_2258,train/images/img_2258.jpg,640,640,3,Jett,360,304,374,355
img_1989,train/images/img_1989.jpg,640,640,3,Jett,130,106,421,639
img_0329,train/images/img_0329.jpg,640,640,3,Jett,192,228,286,578
img_1037,train/images/img_1037.jpg,640,640,3,Jett,313,289,335,357
img_1037,train/images/img_1037.jpg,640,640,3,Sage,261,301,288,377
img_0301,train/images/img_0301.jpg,640,640,3,Brimstone,306,125,530,574
img_2516,train/images/img_2516.jpg,640,640,3,Phoenix,285,101,460,636
img_2270,train/images/img_2270.jpg,640,640,3,Jett,370,118,501,478
img_2270,train/images/img_2270.jpg,640,640,3,Brimstone,156,169,178,243
img_1779,train/images/img_1779.jpg,640,640,3,Phoenix,301,222,356,410
img_0467,train/images/img_0467.jpg,640,640,3,Sage,343,84,383,226
img_2264,train/images/img_2264.jpg,640,640,3,Sage,306,437,347,640
img_2502,train/images/img_2502.jpg,640,640,3,Phoenix,304,211,326,307
img_0315,train/images/img_0315.jpg,640,640,3,Sage,373,265,411,382
img_0315,train/images/img_0315.jpg,640,640,3,Brimstone,308,277,329,384
img_0498,train/images/img_0498.jpg,640,640,3,Jett,306,298,332,391
img_0498,train/images/img_0498.jpg,640,640,3,Sage,529,488,554,534
img_1786,train/images/img_1786.jpg,640,640,3,Sage,299,258,330,427
img_1786,train/images/img_1786.jpg,640,640,3,Jett,362,254,436,429
img_1792,train/images/img_1792.jpg,640,640,3,Jett,316,80,406,495
img_1962,train/images/img_1962.jpg,640,640,3,Brimstone,310,244,348,427
img_0659,train/images/img_0659.jpg,640,640,3,Phoenix,148,272,243,580
img_0659,train/images/img_0659.jpg,640,640,3,Jett,229,327,242,360
img_1547,train/images/img_1547.jpg,640,640,3,Jett,329,299,351,416
img_0881,train/images/img_0881.jpg,640,640,3,Phoenix,241,279,324,569
img_1221,train/images/img_1221.jpg,640,640,3,Jett,307,295,347,427
img_2728,train/images/img_2728.jpg,640,640,3,Phoenix,336,197,398,472
img_1235,train/images/img_1235.jpg,640,640,3,Brimstone,359,272,386,375
img_1553,train/images/img_1553.jpg,640,640,3,Brimstone,304,203,377,461
img_0895,train/images/img_0895.jpg,640,640,3,Jett,319,304,356,448
img_0665,train/images/img_0665.jpg,640,640,3,Jett,297,325,319,401
img_0665,train/images/img_0665.jpg,640,640,3,Sage,250,164,311,405
img_2714,train/images/img_2714.jpg,640,640,3,Phoenix,283,306,340,500
img_0103,train/images/img_0103.jpg,640,640,3,Phoenix,0,270,73,536
img_0103,train/images/img_0103.jpg,640,640,3,Jett,396,280,430,398
img_1209,train/images/img_1209.jpg,640,640,3,Brimstone,427,312,456,371
img_1209,train/images/img_1209.jpg,640,640,3,Sage,279,293,304,407
img_0117,train/images/img_0117.jpg,640,640,3,Phoenix,384,236,474,376
img_0117,train/images/img_0117.jpg,640,640,3,Jett,281,286,318,436
img_2700,train/images/img_2700.jpg,640,640,3,Phoenix,305,249,329,344
img_2066,train/images/img_2066.jpg,640,640,3,Jett,221,331,237,401
img_0671,train/images/img_0671.jpg,640,640,3,Sage,391,299,410,350
img_0671,train/images/img_0671.jpg,640,640,3,Brimstone,218,309,263,423
img_1584,train/images/img_1584.jpg,640,640,3,Jett,352,270,471,617
img_0842,train/images/img_0842.jpg,640,640,3,Phoenix,209,200,304,531
img_0842,train/images/img_0842.jpg,640,640,3,Jett,516,122,556,229
img_2099,train/images/img_2099.jpg,640,640,3,Phoenix,320,298,333,360
img_1590,train/images/img_1590.jpg,640,640,3,Jett,318,167,380,468
img_0856,train/images/img_0856.jpg,640,640,3,Jett,285,429,326,568
img_0857,train/images/img_0857.jpg,640,640,3,Sage,0,249,30,370
img_0857,train/images/img_0857.jpg,640,640,3,Brimstone,168,132,264,462
img_1591,train/images/img_1591.jpg,640,640,3,Jett,399,177,441,316
img_1585,train/images/img_1585.jpg,640,640,3,Jett,346,220,459,576
img_2701,train/images/img_2701.jpg,640,640,3,Phoenix,218,275,267,501
img_0116,train/images/img_0116.jpg,640,640,3,Phoenix,321,319,353,422
img_0116,train/images/img_0116.jpg,640,640,3,Jett,27,0,81,98
img_1208,train/images/img_1208.jpg,640,640,3,Jett,3,285,62,464
img_1208,train/images/img_1208.jpg,640,640,3,Sage,231,288,268,463
img_0670,train/images/img_0670.jpg,640,640,3,Sage,0,193,213,639
img_0670,train/images/img_0670.jpg,640,640,3,Jett,256,64,344,398
img_2067,train/images/img_2067.jpg,640,640,3,Jett,327,287,346,372
img_2073,train/images/img_2073.jpg,640,640,3,Brimstone,314,272,372,464
img_0664,train/images/img_0664.jpg,640,640,3,Jett,306,278,334,384
img_0102,train/images/img_0102.jpg,640,640,3,Jett,419,213,464,407
img_2715,train/images/img_2715.jpg,640,640,3,Phoenix,344,246,376,343
img_1234,train/images/img_1234.jpg,640,640,3,Phoenix,63,267,164,514
img_0894,train/images/img_0894.jpg,640,640,3,Sage,209,288,242,407
img_0894,train/images/img_0894.jpg,640,640,3,Jett,168,283,208,460
img_1552,train/images/img_1552.jpg,640,640,3,Brimstone,283,263,365,550
img_0880,train/images/img_0880.jpg,640,640,3,Phoenix,255,330,287,419
img_1546,train/images/img_1546.jpg,640,640,3,Brimstone,264,264,287,368
img_0658,train/images/img_0658.jpg,640,640,3,Brimstone,243,295,266,366
img_2729,train/images/img_2729.jpg,640,640,3,Phoenix,326,247,347,339
img_1220,train/images/img_1220.jpg,640,640,3,Phoenix,235,312,282,396
img_1977,train/images/img_1977.jpg,640,640,3,Sage,327,241,402,522
img_1963,train/images/img_1963.jpg,640,640,3,Brimstone,299,285,340,425
img_1793,train/images/img_1793.jpg,640,640,3,Jett,296,293,324,397
img_1787,train/images/img_1787.jpg,640,640,3,Brimstone,275,248,341,415
img_2265,train/images/img_2265.jpg,640,640,3,Brimstone,247,63,372,560
img_0472,train/images/img_0472.jpg,640,640,3,Jett,248,288,311,491
img_0472,train/images/img_0472.jpg,640,640,3,Phoenix,445,324,528,521
img_0314,train/images/img_0314.jpg,640,640,3,Brimstone,326,295,355,414
img_2503,train/images/img_2503.jpg,640,640,3,Phoenix,232,152,365,639
img_0300,train/images/img_0300.jpg,640,640,3,Jett,39,195,73,277
img_0300,train/images/img_0300.jpg,640,640,3,Phoenix,239,318,320,629
img_0466,train/images/img_0466.jpg,640,640,3,Sage,357,289,382,399
img_0466,train/images/img_0466.jpg,640,640,3,Brimstone,161,279,189,350
img_1778,train/images/img_1778.jpg,640,640,3,Jett,313,309,334,423
img_2271,train/images/img_2271.jpg,640,640,3,Brimstone,57,161,197,514
img_2271,train/images/img_2271.jpg,640,640,3,Jett,365,56,610,639
img_1750,train/images/img_1750.jpg,640,640,3,Sage,413,233,438,332
img_1750,train/images/img_1750.jpg,640,640,3,Phoenix,276,222,293,308
img_2259,train/images/img_2259.jpg,640,640,3,Brimstone,267,272,302,433
img_2259,train/images/img_2259.jpg,640,640,3,Jett,455,212,524,543
img_1036,train/images/img_1036.jpg,640,640,3,Jett,305,271,324,372
img_1036,train/images/img_1036.jpg,640,640,3,Phoenix,276,285,294,363
img_0328,train/images/img_0328.jpg,640,640,3,Jett,285,260,302,352
img_1022,train/images/img_1022.jpg,640,640,3,Sage,317,321,329,368
img_1744,train/images/img_1744.jpg,640,640,3,Phoenix,340,171,395,379
img_1803,train/images/img_1803.jpg,640,640,3,Jett,304,152,490,639
img_1817,train/images/img_1817.jpg,640,640,3,Brimstone,143,140,255,514
img_1817,train/images/img_1817.jpg,640,640,3,Jett,289,208,335,387
img_1181,train/images/img_1181.jpg,640,640,3,Phoenix,249,288,307,502
img_1181,train/images/img_1181.jpg,640,640,3,Jett,309,298,334,401
img_2488,train/images/img_2488.jpg,640,640,3,Phoenix,324,248,364,400
img_1195,train/images/img_1195.jpg,640,640,3,Sage,302,275,336,377
img_1195,train/images/img_1195.jpg,640,640,3,Brimstone,341,285,367,378
img_2311,train/images/img_2311.jpg,640,640,3,Sage,295,299,348,391
img_1618,train/images/img_1618.jpg,640,640,3,Sage,190,224,273,521
img_0506,train/images/img_0506.jpg,640,640,3,Sage,434,318,474,404
img_0260,train/images/img_0260.jpg,640,640,3,Jett,285,202,312,267
img_2477,train/images/img_2477.jpg,640,640,3,Phoenix,331,251,350,325
img_2463,train/images/img_2463.jpg,640,640,3,Phoenix,344,205,400,386
img_0512,train/images/img_0512.jpg,640,640,3,Sage,310,339,322,377
img_2305,train/images/img_2305.jpg,640,640,3,Brimstone,234,240,333,592
img_1624,train/images/img_1624.jpg,640,640,3,Brimstone,243,180,375,635
img_1142,train/images/img_1142.jpg,640,640,3,Sage,304,289,334,412
img_1142,train/images/img_1142.jpg,640,640,3,Jett,12,213,231,637
img_0248,train/images/img_0248.jpg,640,640,3,Sage,209,221,256,356
img_2339,train/images/img_2339.jpg,640,640,3,Brimstone,274,212,368,566
img_1630,train/images/img_1630.jpg,640,640,3,Brimstone,333,208,376,427
img_1383,train/images/img_1383.jpg,640,640,3,Phoenix,287,215,302,266
img_0923,train/images/img_0923.jpg,640,640,3,Jett,452,393,490,439
img_0937,train/images/img_0937.jpg,640,640,3,Jett,75,240,217,639
img_1397,train/images/img_1397.jpg,640,640,3,Sage,364,176,391,308
img_2675,train/images/img_2675.jpg,640,640,3,Phoenix,303,215,331,341
img_0062,train/images/img_0062.jpg,640,640,3,Phoenix,266,255,296,354
img_0704,train/images/img_0704.jpg,640,640,3,Phoenix,353,284,395,481
img_2113,train/images/img_2113.jpg,640,640,3,Sage,311,261,332,384
img_2107,train/images/img_2107.jpg,640,640,3,Brimstone,351,180,436,566
img_2107,train/images/img_2107.jpg,640,640,3,Jett,158,136,290,587
img_0710,train/images/img_0710.jpg,640,640,3,Jett,300,287,343,472
img_0710,train/images/img_0710.jpg,640,640,3,Sage,280,280,298,392
img_1368,train/images/img_1368.jpg,640,640,3,Phoenix,271,275,285,327
img_0076,train/images/img_0076.jpg,640,640,3,Phoenix,284,269,344,445
img_2661,train/images/img_2661.jpg,640,640,3,Phoenix,289,244,310,335
img_1340,train/images/img_1340.jpg,640,640,3,Jett,229,262,268,412
img_2649,train/images/img_2649.jpg,640,640,3,Phoenix,329,254,347,336
img_0738,train/images/img_0738.jpg,640,640,3,Sage,275,304,295,395
img_0738,train/images/img_0738.jpg,640,640,3,Jett,296,304,326,440
img_1426,train/images/img_1426.jpg,640,640,3,Jett,284,146,316,265
img_1432,train/images/img_1432.jpg,640,640,3,Brimstone,150,206,262,436
img_1354,train/images/img_1354.jpg,640,640,3,Jett,298,293,330,400
img_1424,train/images/img_1424.jpg,640,640,3,Phoenix,315,253,350,367
img_1342,train/images/img_1342.jpg,640,640,3,Sage,556,213,639,538
img_0048,train/images/img_0048.jpg,640,640,3,Jett,137,182,179,285
img_1356,train/images/img_1356.jpg,640,640,3,Sage,298,312,338,492
img_2139,train/images/img_2139.jpg,640,640,3,Jett,272,225,302,349
img_1430,train/images/img_1430.jpg,640,640,3,Phoenix,398,256,464,548
img_2111,train/images/img_2111.jpg,640,640,3,Sage,373,228,394,336
img_1418,train/images/img_1418.jpg,640,640,3,Sage,188,251,236,404
img_0706,train/images/img_0706.jpg,640,640,3,Sage,356,277,402,525
img_0060,train/images/img_0060.jpg,640,640,3,Phoenix,280,306,372,570
img_0060,train/images/img_0060.jpg,640,640,3,Jett,84,204,116,279
img_2677,train/images/img_2677.jpg,640,640,3,Phoenix,298,260,319,322
img_2663,train/images/img_2663.jpg,640,640,3,Phoenix,303,189,384,518
img_0074,train/images/img_0074.jpg,640,640,3,Phoenix,301,332,332,407
img_0074,train/images/img_0074.jpg,640,640,3,Jett,350,0,384,104
img_0712,train/images/img_0712.jpg,640,640,3,Phoenix,214,306,272,536
img_2105,train/images/img_2105.jpg,640,640,3,Sage,68,182,174,461
img_2105,train/images/img_2105.jpg,640,640,3,Phoenix,267,216,292,304
img_0921,train/images/img_0921.jpg,640,640,3,Phoenix,264,237,390,560
img_1381,train/images/img_1381.jpg,640,640,3,Sage,18,269,85,452
img_2688,train/images/img_2688.jpg,640,640,3,Phoenix,182,124,319,638
img_1395,train/images/img_1395.jpg,640,640,3,Brimstone,360,288,393,402
img_0935,train/images/img_0935.jpg,640,640,3,Brimstone,231,279,292,518
img_0935,train/images/img_0935.jpg,640,640,3,Sage,314,299,329,350
img_0909,train/images/img_0909.jpg,640,640,3,Phoenix,295,274,364,581
img_1140,train/images/img_1140.jpg,640,640,3,Phoenix,430,242,541,406
img_2449,train/images/img_2449.jpg,640,640,3,Jett,251,264,296,431
img_2449,train/images/img_2449.jpg,640,640,3,Sage,413,90,449,221
img_0538,train/images/img_0538.jpg,640,640,3,Jett,314,304,344,373
img_1154,train/images/img_1154.jpg,640,640,3,Phoenix,350,310,375,387
img_1154,train/images/img_1154.jpg,640,640,3,Jett,255,297,289,404
img_2475,train/images/img_2475.jpg,640,640,3,Phoenix,310,219,368,486
img_0262,train/images/img_0262.jpg,640,640,3,Sage,332,302,398,559
img_0262,train/images/img_0262.jpg,640,640,3,Jett,212,322,250,452
img_0504,train/images/img_0504.jpg,640,640,3,Phoenix,263,269,371,589
img_0504,train/images/img_0504.jpg,640,640,3,Jett,227,220,243,267
img_2313,train/images/img_2313.jpg,640,640,3,Sage,232,254,295,524
img_2307,train/images/img_2307.jpg,640,640,3,Sage,348,281,367,351
img_2307,train/images/img_2307.jpg,640,640,3,Jett,191,263,238,455
img_0510,train/images/img_0510.jpg,640,640,3,Brimstone,327,295,341,343
img_0276,train/images/img_0276.jpg,640,640,3,Brimstone,297,302,312,358
img_0276,train/images/img_0276.jpg,640,640,3,Sage,191,268,232,412
img_2461,train/images/img_2461.jpg,640,640,3,Phoenix,265,239,298,409
img_1183,train/images/img_1183.jpg,640,640,3,Sage,309,299,321,369
img_1829,train/images/img_1829.jpg,640,640,3,Jett,110,263,124,306
img_1829,train/images/img_1829.jpg,640,640,3,Sage,355,231,400,462
img_1197,train/images/img_1197.jpg,640,640,3,Phoenix,180,252,328,638
img_1197,train/images/img_1197.jpg,640,640,3,Jett,266,217,284,260
img_1815,train/images/img_1815.jpg,640,640,3,Sage,289,166,342,415
img_1034,train/images/img_1034.jpg,640,640,3,Jett,333,309,346,352
img_1034,train/images/img_1034.jpg,640,640,3,Phoenix,279,270,314,375
img_1752,train/images/img_1752.jpg,640,640,3,Sage,323,240,342,319
img_1746,train/images/img_1746.jpg,640,640,3,Jett,322,276,348,386
img_0458,train/images/img_0458.jpg,640,640,3,Phoenix,363,114,381,197
img_0458,train/images/img_0458.jpg,640,640,3,Jett,330,144,350,216
img_2501,train/images/img_2501.jpg,640,640,3,Phoenix,321,233,399,581
img_0316,train/images/img_0316.jpg,640,640,3,Jett,217,39,244,90
img_0316,train/images/img_0316.jpg,640,640,3,Phoenix,342,290,364,370
img_0470,train/images/img_0470.jpg,640,640,3,Brimstone,305,325,332,391
img_2267,train/images/img_2267.jpg,640,640,3,Jett,292,204,369,604
img_2273,train/images/img_2273.jpg,640,640,3,Sage,335,280,378,420
img_0302,train/images/img_0302.jpg,640,640,3,Phoenix,322,284,344,376
img_0302,train/images/img_0302.jpg,640,640,3,Jett,304,191,325,294
img_2515,train/images/img_2515.jpg,640,640,3,Phoenix,298,186,400,589
img_1949,train/images/img_1949.jpg,640,640,3,Jett,300,338,342,494
img_1949,train/images/img_1949.jpg,640,640,3,Sage,275,335,301,471
img_1791,train/images/img_1791.jpg,640,640,3,Jett,321,139,422,524
img_1791,train/images/img_1791.jpg,640,640,3,Brimstone,113,180,163,332
img_2298,train/images/img_2298.jpg,640,640,3,Brimstone,260,188,329,433
img_1785,train/images/img_1785.jpg,640,640,3,Phoenix,205,273,231,382
img_1785,train/images/img_1785.jpg,640,640,3,Sage,391,260,448,454
img_1975,train/images/img_1975.jpg,640,640,3,Brimstone,303,127,398,455
img_1975,train/images/img_1975.jpg,640,640,3,Jett,280,192,296,264
img_1550,train/images/img_1550.jpg,640,640,3,Sage,289,243,331,400
img_1550,train/images/img_1550.jpg,640,640,3,Jett,194,345,221,398
img_0896,train/images/img_0896.jpg,640,640,3,Jett,271,201,310,257
img_2059,train/images/img_2059.jpg,640,640,3,Jett,280,277,324,392
img_1236,train/images/img_1236.jpg,640,640,3,Brimstone,233,289,278,410
img_0128,train/images/img_0128.jpg,640,640,3,Jett,338,266,422,559
img_1544,train/images/img_1544.jpg,640,640,3,Sage,483,223,511,361
img_1544,train/images/img_1544.jpg,640,640,3,Jett,0,197,123,445
img_0882,train/images/img_0882.jpg,640,640,3,Sage,132,184,333,639
img_2065,train/images/img_2065.jpg,640,640,3,Jett,208,252,308,516
img_0672,train/images/img_0672.jpg,640,640,3,Jett,293,337,323,429
img_0672,train/images/img_0672.jpg,640,640,3,Phoenix,343,372,408,530
img_0114,train/images/img_0114.jpg,640,640,3,Jett,263,328,321,486
img_2703,train/images/img_2703.jpg,640,640,3,Phoenix,275,198,361,532
img_2717,train/images/img_2717.jpg,640,640,3,Phoenix,231,251,259,371
img_0100,train/images/img_0100.jpg,640,640,3,Sage,305,500,390,632
img_0100,train/images/img_0100.jpg,640,640,3,Brimstone,281,339,314,413
img_1578,train/images/img_1578.jpg,640,640,3,Sage,313,302,359,560
img_2071,train/images/img_2071.jpg,640,640,3,Jett,317,242,352,367
img_1593,train/images/img_1593.jpg,640,640,3,Brimstone,363,173,473,525
img_1593,train/images/img_1593.jpg,640,640,3,Jett,322,96,339,154
img_0855,train/images/img_0855.jpg,640,640,3,Brimstone,174,289,243,497
img_1587,train/images/img_1587.jpg,640,640,3,Sage,383,242,425,374
img_1587,train/images/img_1587.jpg,640,640,3,Jett,169,78,188,159
img_0841,train/images/img_0841.jpg,640,640,3,Phoenix,180,280,303,564
img_0869,train/images/img_0869.jpg,640,640,3,Phoenix,184,272,274,532
img_0868,train/images/img_0868.jpg,640,640,3,Jett,265,155,316,294
img_0698,train/images/img_0698.jpg,640,640,3,Sage,298,336,318,402
img_0840,train/images/img_0840.jpg,640,640,3,Jett,129,303,197,509
img_0840,train/images/img_0840.jpg,640,640,3,Phoenix,197,317,218,444
img_1586,train/images/img_1586.jpg,640,640,3,Jett,300,284,316,357
img_0854,train/images/img_0854.jpg,640,640,3,Sage,181,146,444,616
img_1592,train/images/img_1592.jpg,640,640,3,Jett,311,271,329,334
img_0101,train/images/img_0101.jpg,640,640,3,Jett,396,281,448,418
img_0101,train/images/img_0101.jpg,640,640,3,Phoenix,112,265,206,454
img_2070,train/images/img_2070.jpg,640,640,3,Brimstone,313,287,336,383
img_0667,train/images/img_0667.jpg,640,640,3,Sage,321,313,336,359
img_2064,train/images/img_2064.jpg,640,640,3,Jett,267,200,342,515
img_0115,train/images/img_0115.jpg,640,640,3,Brimstone,341,297,381,437
img_0115,train/images/img_0115.jpg,640,640,3,Sage,299,287,345,512
img_1223,train/images/img_1223.jpg,640,640,3,Jett,298,216,326,380
img_0883,train/images/img_0883.jpg,640,640,3,Phoenix,237,281,257,355
img_0883,train/images/img_0883.jpg,640,640,3,Jett,174,283,197,365
img_1545,train/images/img_1545.jpg,640,640,3,Jett,309,237,338,385
img_1545,train/images/img_1545.jpg,640,640,3,Brimstone,254,250,310,412
img_2058,train/images/img_2058.jpg,640,640,3,Sage,200,172,366,639
img_0897,train/images/img_0897.jpg,640,640,3,Jett,311,304,340,392
img_1551,train/images/img_1551.jpg,640,640,3,Jett,4,246,144,580
img_1237,train/images/img_1237.jpg,640,640,3,Jett,347,315,365,384
img_1960,train/images/img_1960.jpg,640,640,3,Brimstone,304,127,399,457
img_1960,train/images/img_1960.jpg,640,640,3,Jett,256,194,274,273
img_1974,train/images/img_1974.jpg,640,640,3,Jett,275,226,352,424
img_1784,train/images/img_1784.jpg,640,640,3,Brimstone,261,116,271,162
img_1784,train/images/img_1784.jpg,640,640,3,Jett,242,0,490,639
img_2299,train/images/img_2299.jpg,640,640,3,Sage,343,77,418,332
img_1790,train/images/img_1790.jpg,640,640,3,Jett,290,302,322,458
img_1948,train/images/img_1948.jpg,640,640,3,Jett,270,247,303,396
img_2272,train/images/img_2272.jpg,640,640,3,Sage,201,135,344,638
img_2514,train/images/img_2514.jpg,640,640,3,Phoenix,300,215,329,337
img_0303,train/images/img_0303.jpg,640,640,3,Jett,254,105,296,176
img_1009,train/images/img_1009.jpg,640,640,3,Phoenix,286,140,303,191
img_1009,train/images/img_1009.jpg,640,640,3,Jett,274,80,285,125
img_0317,train/images/img_0317.jpg,640,640,3,Brimstone,280,327,305,414
img_2500,train/images/img_2500.jpg,640,640,3,Phoenix,292,112,339,330
img_2266,train/images/img_2266.jpg,640,640,3,Sage,435,274,452,342
img_2266,train/images/img_2266.jpg,640,640,3,Jett,295,238,323,353
img_0471,train/images/img_0471.jpg,640,640,3,Jett,419,205,438,232
img_0459,train/images/img_0459.jpg,640,640,3,Jett,312,319,328,386
img_0459,train/images/img_0459.jpg,640,640,3,Sage,336,288,363,395
img_1747,train/images/img_1747.jpg,640,640,3,Brimstone,116,68,455,636
img_1021,train/images/img_1021.jpg,640,640,3,Phoenix,243,289,489,565
img_2528,train/images/img_2528.jpg,640,640,3,Phoenix,312,238,336,343
img_1035,train/images/img_1035.jpg,640,640,3,Sage,465,315,502,439
img_1035,train/images/img_1035.jpg,640,640,3,Jett,78,286,101,356
img_1753,train/images/img_1753.jpg,640,640,3,Sage,231,233,264,332
img_1814,train/images/img_1814.jpg,640,640,3,Jett,230,228,274,436
img_1800,train/images/img_1800.jpg,640,640,3,Brimstone,273,290,312,482
img_1828,train/images/img_1828.jpg,640,640,3,Brimstone,252,311,365,637
img_1828,train/images/img_1828.jpg,640,640,3,Jett,116,305,204,440
img_0288,train/images/img_0288.jpg,640,640,3,Phoenix,0,107,89,448
img_0288,train/images/img_0288.jpg,640,640,3,Jett,336,310,371,404
img_1182,train/images/img_1182.jpg,640,640,3,Sage,294,310,329,448
img_2306,train/images/img_2306.jpg,640,640,3,Jett,156,159,306,639
img_2460,train/images/img_2460.jpg,640,640,3,Phoenix,325,252,349,356
img_0277,train/images/img_0277.jpg,640,640,3,Jett,302,304,351,451
img_1169,train/images/img_1169.jpg,640,640,3,Jett,286,308,321,392
img_1169,train/images/img_1169.jpg,640,640,3,Phoenix,218,278,269,514
img_0263,train/images/img_0263.jpg,640,640,3,Phoenix,0,176,268,639
img_2474,train/images/img_2474.jpg,640,640,3,Phoenix,346,237,371,354
img_2312,train/images/img_2312.jpg,640,640,3,Sage,330,284,354,404
img_1633,train/images/img_1633.jpg,640,640,3,Sage,314,300,333,395
img_2448,train/images/img_2448.jpg,640,640,3,Sage,288,189,355,579
img_1141,train/images/img_1141.jpg,640,640,3,Jett,111,64,148,146
img_1141,train/images/img_1141.jpg,640,640,3,Phoenix,299,295,321,374
img_1627,train/images/img_1627.jpg,640,640,3,Brimstone,262,259,370,634
img_0539,train/images/img_0539.jpg,640,640,3,Sage,273,7,482,382
img_0908,train/images/img_0908.jpg,640,640,3,Sage,301,238,315,260
img_0908,train/images/img_0908.jpg,640,640,3,Jett,278,258,347,457
img_1394,train/images/img_1394.jpg,640,640,3,Jett,319,298,341,395
img_0934,train/images/img_0934.jpg,640,640,3,Phoenix,233,256,395,580
img_0920,train/images/img_0920.jpg,640,640,3,Sage,287,211,466,639
img_2689,train/images/img_2689.jpg,640,640,3,Phoenix,357,199,436,543
img_1380,train/images/img_1380.jpg,640,640,3,Sage,307,189,359,332
img_0075,train/images/img_0075.jpg,640,640,3,Phoenix,269,311,295,368
img_0075,train/images/img_0075.jpg,640,640,3,Jett,126,118,151,188
img_2662,train/images/img_2662.jpg,640,640,3,Phoenix,337,156,475,587
img_2104,train/images/img_2104.jpg,640,640,3,Jett,206,274,309,582
img_0707,train/images/img_0707.jpg,640,640,3,Sage,133,0,293,509
img_1419,train/images/img_1419.jpg,640,640,3,Phoenix,284,184,368,424
img_2110,train/images/img_2110.jpg,640,640,3,Brimstone,158,96,264,540
img_2110,train/images/img_2110.jpg,640,640,3,Jett,387,160,456,408
img_2676,train/images/img_2676.jpg,640,640,3,Phoenix,319,230,348,346
img_1357,train/images/img_1357.jpg,640,640,3,Jett,362,280,381,357
img_0049,train/images/img_0049.jpg,640,640,3,Jett,174,277,226,427
img_1431,train/images/img_1431.jpg,640,640,3,Jett,287,286,316,370
img_2138,train/images/img_2138.jpg,640,640,3,Brimstone,343,132,452,476
img_1425,train/images/img_1425.jpg,640,640,3,Sage,169,256,209,394
img_1343,train/images/img_1343.jpg,640,640,3,Phoenix,306,285,357,402
img_2672,train/images/img_2672.jpg,640,640,3,Phoenix,267,228,316,394
img_0703,train/images/img_0703.jpg,640,640,3,Phoenix,552,286,628,511
img_0703,train/images/img_0703.jpg,640,640,3,Jett,284,288,333,444
img_1409,train/images/img_1409.jpg,640,640,3,Jett,330,286,349,346
img_0717,train/images/img_0717.jpg,640,640,3,Jett,243,312,263,348
img_0717,train/images/img_0717.jpg,640,640,3,Phoenix,178,269,266,597
img_2100,train/images/img_2100.jpg,640,640,3,Jett,496,96,604,460
img_2666,train/images/img_2666.jpg,640,640,3,Phoenix,286,200,352,435
img_0071,train/images/img_0071.jpg,640,640,3,Sage,277,275,321,426
img_1347,train/images/img_1347.jpg,640,640,3,Brimstone,260,306,299,430
img_1421,train/images/img_1421.jpg,640,640,3,Phoenix,265,210,351,467
img_2128,train/images/img_2128.jpg,640,640,3,Brimstone,288,231,313,333
img_1435,train/images/img_1435.jpg,640,640,3,Sage,216,208,239,296
img_1353,train/images/img_1353.jpg,640,640,3,Jett,292,258,323,356
img_1384,train/images/img_1384.jpg,640,640,3,Sage,322,273,345,360
img_0924,train/images/img_0924.jpg,640,640,3,Jett,422,290,485,399
img_0924,train/images/img_0924.jpg,640,640,3,Sage,289,295,315,401
img_0930,train/images/img_0930.jpg,640,640,3,Phoenix,192,365,281,571
img_2699,train/images/img_2699.jpg,640,640,3,Phoenix,183,268,243,463
img_1390,train/images/img_1390.jpg,640,640,3,Jett,415,342,465,534
img_0501,train/images/img_0501.jpg,640,640,3,Brimstone,36,347,99,453
img_2316,train/images/img_2316.jpg,640,640,3,Jett,515,180,639,444
img_2470,train/images/img_2470.jpg,640,640,3,Phoenix,231,126,393,639
img_1179,train/images/img_1179.jpg,640,640,3,Phoenix,271,268,375,578
img_1179,train/images/img_1179.jpg,640,640,3,Jett,213,216,228,272
img_0267,train/images/img_0267.jpg,640,640,3,Jett,179,296,194,368
img_0273,train/images/img_0273.jpg,640,640,3,Phoenix,253,317,327,555
img_2464,train/images/img_2464.jpg,640,640,3,Phoenix,319,228,344,333
img_0515,train/images/img_0515.jpg,640,640,3,Jett,220,167,269,415
img_1623,train/images/img_1623.jpg,640,640,3,Brimstone,283,21,409,637
img_1145,train/images/img_1145.jpg,640,640,3,Brimstone,291,386,307,442
